age	gender	diagnosis	year	nConsultations
50-66	F	Hudinfeksjoner	2019	28206
50-66	F	Hudinfeksjoner	2020	27717
50-66	F	Ulykker og skader	2012	51570
50-66	F	Ulykker og skader	2013	53902
50-66	F	Ulykker og skader	2014	54238
50-66	F	Ulykker og skader	2015	56846
50-66	F	Ulykker og skader	2016	58929
50-66	F	Ulykker og skader	2017	61496
50-66	F	Ulykker og skader	2018	64716
50-66	F	Ulykker og skader	2019	64257
50-66	F	Ulykker og skader	2020	63210
50-66	F	Medfodt sykdom eller feil	2012	2021
50-66	F	Medfodt sykdom eller feil	2013	1980
50-66	F	Medfodt sykdom eller feil	2014	2046
50-66	F	Medfodt sykdom eller feil	2015	2175
50-66	F	Medfodt sykdom eller feil	2016	2142
50-66	F	Medfodt sykdom eller feil	2017	2106
50-66	F	Medfodt sykdom eller feil	2018	2237
50-66	F	Medfodt sykdom eller feil	2019	2415
50-66	F	Medfodt sykdom eller feil	2020	2398
50-66	F	Svangerskap, fodsel, prevensjon	2012	4994
50-66	F	Svangerskap, fodsel, prevensjon	2013	3998
50-66	F	Svangerskap, fodsel, prevensjon	2014	4375
50-66	F	Svangerskap, fodsel, prevensjon	2015	5141
50-66	F	Svangerskap, fodsel, prevensjon	2016	5924
50-66	F	Svangerskap, fodsel, prevensjon	2017	7172
50-66	F	Svangerskap, fodsel, prevensjon	2018	8333
50-66	F	Svangerskap, fodsel, prevensjon	2019	9216
50-66	F	Svangerskap, fodsel, prevensjon	2020	9497
50-66	F	Frykt for sykdom	2012	9661
50-66	F	Frykt for sykdom	2013	9649
50-66	F	Frykt for sykdom	2014	9528
50-66	F	Frykt for sykdom	2015	8808
50-66	F	Frykt for sykdom	2016	8812
50-66	F	Frykt for sykdom	2017	8925
50-66	F	Frykt for sykdom	2018	8879
50-66	F	Frykt for sykdom	2019	9175
50-66	F	Frykt for sykdom	2020	51171
50-66	F	Administrativ kontakt	2012	22749
50-66	F	Administrativ kontakt	2013	22564
50-66	F	Administrativ kontakt	2014	27617
50-66	F	Administrativ kontakt	2015	29293
50-66	F	Administrativ kontakt	2016	34224
50-66	F	Administrativ kontakt	2017	31763
50-66	F	Administrativ kontakt	2018	38807
50-66	F	Administrativ kontakt	2019	51832
50-66	F	Administrativ kontakt	2020	76302
50-66	F	Forebyggende kontakt	2012	49261
50-66	F	Forebyggende kontakt	2013	61332
50-66	F	Forebyggende kontakt	2014	72447
50-66	F	Forebyggende kontakt	2015	70411
50-66	F	Forebyggende kontakt	2016	69605
50-66	F	Forebyggende kontakt	2017	76231
50-66	F	Forebyggende kontakt	2018	73421
50-66	F	Forebyggende kontakt	2019	69900
50-66	F	Forebyggende kontakt	2020	78550
50-66	F	Andre diagnoser	2012	542711
50-66	F	Andre diagnoser	2013	530965
50-66	F	Andre diagnoser	2014	536908
50-66	F	Andre diagnoser	2015	538079
50-66	F	Andre diagnoser	2016	551199
50-66	F	Andre diagnoser	2017	568028
50-66	F	Andre diagnoser	2018	581080
50-66	F	Andre diagnoser	2019	598609
50-66	F	Andre diagnoser	2020	662630
67-79	M	Alle diagnoser	2012	940795
67-79	M	Alle diagnoser	2013	974048
67-79	M	Alle diagnoser	2014	1007259
67-79	M	Alle diagnoser	2015	1035739
67-79	M	Alle diagnoser	2016	1057404
67-79	M	Alle diagnoser	2017	1079791
67-79	M	Alle diagnoser	2018	1094305
67-79	M	Alle diagnoser	2019	1106104
67-79	M	Alle diagnoser	2020	1151832
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	41932
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	40545
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	39461
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	44840
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	43457
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	48143
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	47793
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	48198
67-79	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	29743
67-79	M	Lokale smerter og betennelser	2012	47642
67-79	M	Lokale smerter og betennelser	2013	51402
67-79	M	Lokale smerter og betennelser	2014	55557
67-79	M	Lokale smerter og betennelser	2015	58278
67-79	M	Lokale smerter og betennelser	2016	60618
67-79	M	Lokale smerter og betennelser	2017	62617
67-79	M	Lokale smerter og betennelser	2018	63822
67-79	M	Lokale smerter og betennelser	2019	66571
67-79	M	Lokale smerter og betennelser	2020	68630
67-79	M	Ryggproblemer	2012	16625
67-79	M	Ryggproblemer	2013	18066
67-79	M	Ryggproblemer	2014	19710
67-79	M	Ryggproblemer	2015	21820
67-79	M	Ryggproblemer	2016	22391
67-79	M	Ryggproblemer	2017	23804
67-79	M	Ryggproblemer	2018	23179
67-79	M	Ryggproblemer	2019	24483
67-79	M	Ryggproblemer	2020	25820
67-79	M	Generelle smerter og muskelplager	2012	4546
67-79	M	Generelle smerter og muskelplager	2013	4706
67-79	M	Generelle smerter og muskelplager	2014	4880
67-79	M	Generelle smerter og muskelplager	2015	5122
67-79	M	Generelle smerter og muskelplager	2016	5363
67-79	M	Generelle smerter og muskelplager	2017	5667
67-79	M	Generelle smerter og muskelplager	2018	5379
67-79	M	Generelle smerter og muskelplager	2019	5610
67-79	M	Generelle smerter og muskelplager	2020	6005
67-79	M	Ledd- og giktsykdommer	2012	20133
67-79	M	Ledd- og giktsykdommer	2013	22192
67-79	M	Ledd- og giktsykdommer	2014	23070
67-79	M	Ledd- og giktsykdommer	2015	25147
67-79	M	Ledd- og giktsykdommer	2016	25687
67-79	M	Ledd- og giktsykdommer	2017	25916
67-79	M	Ledd- og giktsykdommer	2018	23551
67-79	M	Ledd- og giktsykdommer	2019	22944
67-79	M	Ledd- og giktsykdommer	2020	24046
67-79	M	Psykisk sykdom eller lidelse	2012	27605
67-79	M	Psykisk sykdom eller lidelse	2013	29684
67-79	M	Psykisk sykdom eller lidelse	2014	32453
67-79	M	Psykisk sykdom eller lidelse	2015	33994
67-79	M	Psykisk sykdom eller lidelse	2016	36863
67-79	M	Psykisk sykdom eller lidelse	2017	38269
67-79	M	Psykisk sykdom eller lidelse	2018	39477
67-79	M	Psykisk sykdom eller lidelse	2019	41901
67-79	M	Psykisk sykdom eller lidelse	2020	47915
67-79	M	Atopi, astma, allergi eller eksem	2012	15408
67-79	M	Atopi, astma, allergi eller eksem	2013	16726
67-79	M	Atopi, astma, allergi eller eksem	2014	17290
67-79	M	Atopi, astma, allergi eller eksem	2015	18608
67-79	M	Atopi, astma, allergi eller eksem	2016	19983
67-79	M	Atopi, astma, allergi eller eksem	2017	21575
67-79	M	Atopi, astma, allergi eller eksem	2018	21285
67-79	M	Atopi, astma, allergi eller eksem	2019	23105
67-79	M	Atopi, astma, allergi eller eksem	2020	22875
67-79	M	Hoyt blodtrykk	2012	89883
67-79	M	Hoyt blodtrykk	2013	93917
67-79	M	Hoyt blodtrykk	2014	93506
67-79	M	Hoyt blodtrykk	2015	92913
67-79	M	Hoyt blodtrykk	2016	95199
67-79	M	Hoyt blodtrykk	2017	96357
67-79	M	Hoyt blodtrykk	2018	98783
67-79	M	Hoyt blodtrykk	2019	99848
67-79	M	Hoyt blodtrykk	2020	99385
67-79	M	Hjertesykdom	2012	184147
67-79	M	Hjertesykdom	2013	179760
67-79	M	Hjertesykdom	2014	168815
67-79	M	Hjertesykdom	2015	160130
67-79	M	Hjertesykdom	2016	148513
67-79	M	Hjertesykdom	2017	137020
67-79	M	Hjertesykdom	2018	126981
67-79	M	Hjertesykdom	2019	115836
67-79	M	Hjertesykdom	2020	111278
67-79	M	Diabetes	2012	56776
67-79	M	Diabetes	2013	59503
67-79	M	Diabetes	2014	63907
67-79	M	Diabetes	2015	68046
67-79	M	Diabetes	2016	71949
67-79	M	Diabetes	2017	78065
67-79	M	Diabetes	2018	79507
67-79	M	Diabetes	2019	83103
67-79	M	Diabetes	2020	89249
67-79	M	Kreft	2012	37258
67-79	M	Kreft	2013	39747
67-79	M	Kreft	2014	42149
67-79	M	Kreft	2015	45482
67-79	M	Kreft	2016	47333
67-79	M	Kreft	2017	49150
67-79	M	Kreft	2018	50709
67-79	M	Kreft	2019	50144
67-79	M	Kreft	2020	57296
67-79	M	Underlivsplager hos kvinner	2012	NA
67-79	M	Underlivsplager hos kvinner	2013	NA
67-79	M	Underlivsplager hos kvinner	2014	NA
67-79	M	Underlivsplager hos kvinner	2015	NA
67-79	M	Underlivsplager hos kvinner	2016	NA
67-79	M	Underlivsplager hos kvinner	2017	NA
67-79	M	Underlivsplager hos kvinner	2018	NA
67-79	M	Underlivsplager hos kvinner	2019	NA
67-79	M	Underlivsplager hos kvinner	2020	NA
67-79	M	Funksjonelle mage-tarmplager	2012	21536
67-79	M	Funksjonelle mage-tarmplager	2013	22561
67-79	M	Funksjonelle mage-tarmplager	2014	24112
67-79	M	Funksjonelle mage-tarmplager	2015	24760
67-79	M	Funksjonelle mage-tarmplager	2016	26326
67-79	M	Funksjonelle mage-tarmplager	2017	27205
67-79	M	Funksjonelle mage-tarmplager	2018	27088
67-79	M	Funksjonelle mage-tarmplager	2019	28752
67-79	M	Funksjonelle mage-tarmplager	2020	31421
67-79	M	Hudinfeksjoner	2012	12911
67-79	M	Hudinfeksjoner	2013	13691
67-79	M	Hudinfeksjoner	2014	14432
67-79	M	Hudinfeksjoner	2015	15113
67-79	M	Hudinfeksjoner	2016	15841
67-79	M	Hudinfeksjoner	2017	16876
67-79	M	Hudinfeksjoner	2018	18197
67-79	M	Hudinfeksjoner	2019	18319
67-79	M	Hudinfeksjoner	2020	19015
67-79	M	Ulykker og skader	2012	20624
67-79	M	Ulykker og skader	2013	22362
67-79	M	Ulykker og skader	2014	24350
67-79	M	Ulykker og skader	2015	24454
67-79	M	Ulykker og skader	2016	25244
67-79	M	Ulykker og skader	2017	25984
67-79	M	Ulykker og skader	2018	28355
67-79	M	Ulykker og skader	2019	28346
67-79	M	Ulykker og skader	2020	27793
67-79	M	Medfodt sykdom eller feil	2012	354
67-79	M	Medfodt sykdom eller feil	2013	383
67-79	M	Medfodt sykdom eller feil	2014	428
67-79	M	Medfodt sykdom eller feil	2015	438
67-79	M	Medfodt sykdom eller feil	2016	456
67-79	M	Medfodt sykdom eller feil	2017	529
67-79	M	Medfodt sykdom eller feil	2018	533
67-79	M	Medfodt sykdom eller feil	2019	582
67-79	M	Medfodt sykdom eller feil	2020	538
67-79	M	Svangerskap, fodsel, prevensjon	2012	NA
67-79	M	Svangerskap, fodsel, prevensjon	2013	NA
67-79	M	Svangerskap, fodsel, prevensjon	2014	NA
67-79	M	Svangerskap, fodsel, prevensjon	2015	NA
67-79	M	Svangerskap, fodsel, prevensjon	2016	NA
67-79	M	Svangerskap, fodsel, prevensjon	2017	NA
67-79	M	Svangerskap, fodsel, prevensjon	2018	NA
67-79	M	Svangerskap, fodsel, prevensjon	2019	NA
67-79	M	Svangerskap, fodsel, prevensjon	2020	NA
67-79	M	Frykt for sykdom	2012	3309
67-79	M	Frykt for sykdom	2013	3506
67-79	M	Frykt for sykdom	2014	3655
67-79	M	Frykt for sykdom	2015	3338
67-79	M	Frykt for sykdom	2016	3429
67-79	M	Frykt for sykdom	2017	3427
67-79	M	Frykt for sykdom	2018	3439
67-79	M	Frykt for sykdom	2019	3459
67-79	M	Frykt for sykdom	2020	12535
67-79	M	Administrativ kontakt	2012	26712
67-79	M	Administrativ kontakt	2013	24830
67-79	M	Administrativ kontakt	2014	29465
67-79	M	Administrativ kontakt	2015	30980
67-79	M	Administrativ kontakt	2016	33986
67-79	M	Administrativ kontakt	2017	32038
67-79	M	Administrativ kontakt	2018	36852
67-79	M	Administrativ kontakt	2019	38402
67-79	M	Administrativ kontakt	2020	42483
67-79	M	Forebyggende kontakt	2012	8718
67-79	M	Forebyggende kontakt	2013	15435
67-79	M	Forebyggende kontakt	2014	16040
67-79	M	Forebyggende kontakt	2015	17804
67-79	M	Forebyggende kontakt	2016	18942
67-79	M	Forebyggende kontakt	2017	19436
67-79	M	Forebyggende kontakt	2018	21500
67-79	M	Forebyggende kontakt	2019	21701
67-79	M	Forebyggende kontakt	2020	30565
67-79	M	Andre diagnoser	2012	302644
67-79	M	Andre diagnoser	2013	313612
67-79	M	Andre diagnoser	2014	332452
67-79	M	Andre diagnoser	2015	342439
67-79	M	Andre diagnoser	2016	353044
67-79	M	Andre diagnoser	2017	364348
67-79	M	Andre diagnoser	2018	373443
67-79	M	Andre diagnoser	2019	379634
67-79	M	Andre diagnoser	2020	399897
67-79	F	Alle diagnoser	2012	1084104
67-79	F	Alle diagnoser	2013	1118446
67-79	F	Alle diagnoser	2014	1153368
67-79	F	Alle diagnoser	2015	1184622
67-79	F	Alle diagnoser	2016	1210884
67-79	F	Alle diagnoser	2017	1241920
67-79	F	Alle diagnoser	2018	1254577
67-79	F	Alle diagnoser	2019	1272982
67-79	F	Alle diagnoser	2020	1319419
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2012	59141
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2013	57593
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2014	54631
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2015	61561
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2016	60929
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2017	65867
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2018	65910
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2019	66770
67-79	F	Luftveisinfeksjoner, inkl. orebetennelse	2020	40183
67-79	F	Lokale smerter og betennelser	2012	69124
67-79	F	Lokale smerter og betennelser	2013	73797
67-79	F	Lokale smerter og betennelser	2014	77265
67-79	F	Lokale smerter og betennelser	2015	81432
67-79	F	Lokale smerter og betennelser	2016	84740
67-79	F	Lokale smerter og betennelser	2017	87003
67-79	F	Lokale smerter og betennelser	2018	87178
67-79	F	Lokale smerter og betennelser	2019	90228
67-79	F	Lokale smerter og betennelser	2020	89228
67-79	F	Ryggproblemer	2012	26501
67-79	F	Ryggproblemer	2013	27757
67-79	F	Ryggproblemer	2014	29573
67-79	F	Ryggproblemer	2015	32297
67-79	F	Ryggproblemer	2016	33107
67-79	F	Ryggproblemer	2017	34963
67-79	F	Ryggproblemer	2018	34407
67-79	F	Ryggproblemer	2019	35774
67-79	F	Ryggproblemer	2020	35990
67-79	F	Generelle smerter og muskelplager	2012	11955
67-79	F	Generelle smerter og muskelplager	2013	12297
67-79	F	Generelle smerter og muskelplager	2014	12206
67-79	F	Generelle smerter og muskelplager	2015	13057
67-79	F	Generelle smerter og muskelplager	2016	13110
67-79	F	Generelle smerter og muskelplager	2017	13916
67-79	F	Generelle smerter og muskelplager	2018	12875
67-79	F	Generelle smerter og muskelplager	2019	13210
67-79	F	Generelle smerter og muskelplager	2020	13962
67-79	F	Ledd- og giktsykdommer	2012	48957
67-79	F	Ledd- og giktsykdommer	2013	50649
67-79	F	Ledd- og giktsykdommer	2014	52815
67-79	F	Ledd- og giktsykdommer	2015	55356
67-79	F	Ledd- og giktsykdommer	2016	57105
67-79	F	Ledd- og giktsykdommer	2017	55049
67-79	F	Ledd- og giktsykdommer	2018	49068
67-79	F	Ledd- og giktsykdommer	2019	47545
67-79	F	Ledd- og giktsykdommer	2020	47426
67-79	F	Psykisk sykdom eller lidelse	2012	57563
67-79	F	Psykisk sykdom eller lidelse	2013	61152
67-79	F	Psykisk sykdom eller lidelse	2014	65070
67-79	F	Psykisk sykdom eller lidelse	2015	68512
67-79	F	Psykisk sykdom eller lidelse	2016	71951
67-79	F	Psykisk sykdom eller lidelse	2017	73564
67-79	F	Psykisk sykdom eller lidelse	2018	74628
67-79	F	Psykisk sykdom eller lidelse	2019	76761
67-79	F	Psykisk sykdom eller lidelse	2020	89239
67-79	F	Atopi, astma, allergi eller eksem	2012	23165
67-79	F	Atopi, astma, allergi eller eksem	2013	24171
67-79	F	Atopi, astma, allergi eller eksem	2014	25385
67-79	F	Atopi, astma, allergi eller eksem	2015	27589
67-79	F	Atopi, astma, allergi eller eksem	2016	28440
67-79	F	Atopi, astma, allergi eller eksem	2017	29781
67-79	F	Atopi, astma, allergi eller eksem	2018	30492
67-79	F	Atopi, astma, allergi eller eksem	2019	32732
67-79	F	Atopi, astma, allergi eller eksem	2020	32437
67-79	F	Hoyt blodtrykk	2012	119329
67-79	F	Hoyt blodtrykk	2013	122010
67-79	F	Hoyt blodtrykk	2014	117684
67-79	F	Hoyt blodtrykk	2015	114596
67-79	F	Hoyt blodtrykk	2016	114530
67-79	F	Hoyt blodtrykk	2017	116137
67-79	F	Hoyt blodtrykk	2018	118310
67-79	F	Hoyt blodtrykk	2019	118250
67-79	F	Hoyt blodtrykk	2020	117521
67-79	F	Hjertesykdom	2012	105876
67-79	F	Hjertesykdom	2013	102130
67-79	F	Hjertesykdom	2014	93924
67-79	F	Hjertesykdom	2015	86629
67-79	F	Hjertesykdom	2016	78320
67-79	F	Hjertesykdom	2017	71957
67-79	F	Hjertesykdom	2018	65671
67-79	F	Hjertesykdom	2019	60112
67-79	F	Hjertesykdom	2020	58247
67-79	F	Diabetes	2012	47774
67-79	F	Diabetes	2013	48075
67-79	F	Diabetes	2014	49984
67-79	F	Diabetes	2015	52961
67-79	F	Diabetes	2016	54327
67-79	F	Diabetes	2017	57238
67-79	F	Diabetes	2018	57560
67-79	F	Diabetes	2019	59097
67-79	F	Diabetes	2020	62840
67-79	F	Kreft	2012	22992
67-79	F	Kreft	2013	23935
67-79	F	Kreft	2014	26275
67-79	F	Kreft	2015	28610
67-79	F	Kreft	2016	29794
67-79	F	Kreft	2017	30685
67-79	F	Kreft	2018	31591
67-79	F	Kreft	2019	31762
67-79	F	Kreft	2020	36234
67-79	F	Underlivsplager hos kvinner	2012	9984
67-79	F	Underlivsplager hos kvinner	2013	10680
67-79	F	Underlivsplager hos kvinner	2014	11693
67-79	F	Underlivsplager hos kvinner	2015	11803
67-79	F	Underlivsplager hos kvinner	2016	12115
67-79	F	Underlivsplager hos kvinner	2017	12947
67-79	F	Underlivsplager hos kvinner	2018	13278
67-79	F	Underlivsplager hos kvinner	2019	13749
67-79	F	Underlivsplager hos kvinner	2020	14454
67-79	F	Funksjonelle mage-tarmplager	2012	39365
67-79	F	Funksjonelle mage-tarmplager	2013	41086
67-79	F	Funksjonelle mage-tarmplager	2014	44224
67-79	F	Funksjonelle mage-tarmplager	2015	44350
67-79	F	Funksjonelle mage-tarmplager	2016	47387
67-79	F	Funksjonelle mage-tarmplager	2017	49426
67-79	F	Funksjonelle mage-tarmplager	2018	48839
67-79	F	Funksjonelle mage-tarmplager	2019	51635
67-79	F	Funksjonelle mage-tarmplager	2020	56742
67-79	F	Hudinfeksjoner	2012	14112
67-79	F	Hudinfeksjoner	2013	14962
67-79	F	Hudinfeksjoner	2014	15619
67-79	F	Hudinfeksjoner	2015	16611
67-79	F	Hudinfeksjoner	2016	16943
67-79	F	Hudinfeksjoner	2017	17815
67-79	F	Hudinfeksjoner	2018	18934
67-79	F	Hudinfeksjoner	2019	19624
67-79	F	Hudinfeksjoner	2020	19722
67-79	F	Ulykker og skader	2012	24343
67-79	F	Ulykker og skader	2013	26561
67-79	F	Ulykker og skader	2014	28825
67-79	F	Ulykker og skader	2015	29517
67-79	F	Ulykker og skader	2016	30542
67-79	F	Ulykker og skader	2017	31213
67-79	F	Ulykker og skader	2018	33341
67-79	F	Ulykker og skader	2019	33573
67-79	F	Ulykker og skader	2020	32499
67-79	F	Medfodt sykdom eller feil	2012	633
67-79	F	Medfodt sykdom eller feil	2013	625
67-79	F	Medfodt sykdom eller feil	2014	725
67-79	F	Medfodt sykdom eller feil	2015	658
67-79	F	Medfodt sykdom eller feil	2016	749
67-79	F	Medfodt sykdom eller feil	2017	743
67-79	F	Medfodt sykdom eller feil	2018	760
67-79	F	Medfodt sykdom eller feil	2019	774
67-79	F	Medfodt sykdom eller feil	2020	791
67-79	F	Svangerskap, fodsel, prevensjon	2012	NA
67-79	F	Svangerskap, fodsel, prevensjon	2013	NA
67-79	F	Svangerskap, fodsel, prevensjon	2014	NA
67-79	F	Svangerskap, fodsel, prevensjon	2015	NA
67-79	F	Svangerskap, fodsel, prevensjon	2016	NA
67-79	F	Svangerskap, fodsel, prevensjon	2017	NA
67-79	F	Svangerskap, fodsel, prevensjon	2018	NA
67-79	F	Svangerskap, fodsel, prevensjon	2019	NA
67-79	F	Svangerskap, fodsel, prevensjon	2020	NA
67-79	F	Frykt for sykdom	2012	5398
67-79	F	Frykt for sykdom	2013	5718
67-79	F	Frykt for sykdom	2014	6034
67-79	F	Frykt for sykdom	2015	5714
67-79	F	Frykt for sykdom	2016	5748
67-79	F	Frykt for sykdom	2017	5945
67-79	F	Frykt for sykdom	2018	5831
67-79	F	Frykt for sykdom	2019	5985
67-79	F	Frykt for sykdom	2020	17990
67-79	F	Administrativ kontakt	2012	22003
67-79	F	Administrativ kontakt	2013	20793
67-79	F	Administrativ kontakt	2014	24661
67-79	F	Administrativ kontakt	2015	26150
67-79	F	Administrativ kontakt	2016	27114
67-79	F	Administrativ kontakt	2017	26531
67-79	F	Administrativ kontakt	2018	29855
67-79	F	Administrativ kontakt	2019	31142
67-79	F	Administrativ kontakt	2020	35620
67-79	F	Forebyggende kontakt	2012	17608
67-79	F	Forebyggende kontakt	2013	25716
67-79	F	Forebyggende kontakt	2014	29502
67-79	F	Forebyggende kontakt	2015	30279
67-79	F	Forebyggende kontakt	2016	31572
67-79	F	Forebyggende kontakt	2017	32669
67-79	F	Forebyggende kontakt	2018	34155
67-79	F	Forebyggende kontakt	2019	33108
67-79	F	Forebyggende kontakt	2020	44117
67-79	F	Andre diagnoser	2012	355266
67-79	F	Andre diagnoser	2013	366628
67-79	F	Andre diagnoser	2014	385061
67-79	F	Andre diagnoser	2015	394079
67-79	F	Andre diagnoser	2016	408319
67-79	F	Andre diagnoser	2017	423727
67-79	F	Andre diagnoser	2018	435785
67-79	F	Andre diagnoser	2019	444015
67-79	F	Andre diagnoser	2020	466477
80-89	M	Alle diagnoser	2012	417285
80-89	M	Alle diagnoser	2013	418708
80-89	M	Alle diagnoser	2014	416264
80-89	M	Alle diagnoser	2015	411459
80-89	M	Alle diagnoser	2016	408681
80-89	M	Alle diagnoser	2017	410530
80-89	M	Alle diagnoser	2018	412076
80-89	M	Alle diagnoser	2019	414950
80-89	M	Alle diagnoser	2020	428621
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2012	14901
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2013	14030
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2014	13129
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2015	14452
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2016	13886
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2017	15273
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2018	15160
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2019	15321
80-89	M	Luftveisinfeksjoner, inkl. orebetennelse	2020	9276
80-89	M	Lokale smerter og betennelser	2012	14709
80-89	M	Lokale smerter og betennelser	2013	14838
80-89	M	Lokale smerter og betennelser	2014	14992
80-89	M	Lokale smerter og betennelser	2015	15433
80-89	M	Lokale smerter og betennelser	2016	15800
80-89	M	Lokale smerter og betennelser	2017	16781
80-89	M	Lokale smerter og betennelser	2018	17081
80-89	M	Lokale smerter og betennelser	2019	17882
80-89	M	Lokale smerter og betennelser	2020	18670
80-89	M	Ryggproblemer	2012	5911
80-89	M	Ryggproblemer	2013	6216
80-89	M	Ryggproblemer	2014	6159
80-89	M	Ryggproblemer	2015	6670
80-89	M	Ryggproblemer	2016	6574
80-89	M	Ryggproblemer	2017	7271
80-89	M	Ryggproblemer	2018	7246
80-89	M	Ryggproblemer	2019	7371
80-89	M	Ryggproblemer	2020	7842
80-89	M	Generelle smerter og muskelplager	2012	1527
80-89	M	Generelle smerter og muskelplager	2013	1466
80-89	M	Generelle smerter og muskelplager	2014	1374
80-89	M	Generelle smerter og muskelplager	2015	1401
80-89	M	Generelle smerter og muskelplager	2016	1426
80-89	M	Generelle smerter og muskelplager	2017	1558
80-89	M	Generelle smerter og muskelplager	2018	1452
80-89	M	Generelle smerter og muskelplager	2019	1464
80-89	M	Generelle smerter og muskelplager	2020	1669
80-89	M	Ledd- og giktsykdommer	2012	7447
80-89	M	Ledd- og giktsykdommer	2013	7447
80-89	M	Ledd- og giktsykdommer	2014	7838
80-89	M	Ledd- og giktsykdommer	2015	7462
80-89	M	Ledd- og giktsykdommer	2016	7628
80-89	M	Ledd- og giktsykdommer	2017	7564
80-89	M	Ledd- og giktsykdommer	2018	6741
80-89	M	Ledd- og giktsykdommer	2019	6856
80-89	M	Ledd- og giktsykdommer	2020	6965
80-89	M	Psykisk sykdom eller lidelse	2012	13311
80-89	M	Psykisk sykdom eller lidelse	2013	13648
80-89	M	Psykisk sykdom eller lidelse	2014	14247
80-89	M	Psykisk sykdom eller lidelse	2015	14504
80-89	M	Psykisk sykdom eller lidelse	2016	14524
80-89	M	Psykisk sykdom eller lidelse	2017	15459
80-89	M	Psykisk sykdom eller lidelse	2018	15762
80-89	M	Psykisk sykdom eller lidelse	2019	16666
80-89	M	Psykisk sykdom eller lidelse	2020	18701
80-89	M	Atopi, astma, allergi eller eksem	2012	6577
80-89	M	Atopi, astma, allergi eller eksem	2013	6493
80-89	M	Atopi, astma, allergi eller eksem	2014	6676
80-89	M	Atopi, astma, allergi eller eksem	2015	6931
80-89	M	Atopi, astma, allergi eller eksem	2016	6970
80-89	M	Atopi, astma, allergi eller eksem	2017	7525
80-89	M	Atopi, astma, allergi eller eksem	2018	7405
80-89	M	Atopi, astma, allergi eller eksem	2019	8078
80-89	M	Atopi, astma, allergi eller eksem	2020	8092
80-89	M	Hoyt blodtrykk	2012	26506
80-89	M	Hoyt blodtrykk	2013	25976
80-89	M	Hoyt blodtrykk	2014	24532
80-89	M	Hoyt blodtrykk	2015	24111
80-89	M	Hoyt blodtrykk	2016	24076
80-89	M	Hoyt blodtrykk	2017	24349
80-89	M	Hoyt blodtrykk	2018	25231
80-89	M	Hoyt blodtrykk	2019	25965
80-89	M	Hoyt blodtrykk	2020	27414
80-89	M	Hjertesykdom	2012	112738
80-89	M	Hjertesykdom	2013	110246
80-89	M	Hjertesykdom	2014	102491
80-89	M	Hjertesykdom	2015	96629
80-89	M	Hjertesykdom	2016	89149
80-89	M	Hjertesykdom	2017	82816
80-89	M	Hjertesykdom	2018	76565
80-89	M	Hjertesykdom	2019	69597
80-89	M	Hjertesykdom	2020	64510
80-89	M	Diabetes	2012	15977
80-89	M	Diabetes	2013	16283
80-89	M	Diabetes	2014	16712
80-89	M	Diabetes	2015	17115
80-89	M	Diabetes	2016	17857
80-89	M	Diabetes	2017	18262
80-89	M	Diabetes	2018	18786
80-89	M	Diabetes	2019	19987
80-89	M	Diabetes	2020	21998
80-89	M	Kreft	2012	21205
80-89	M	Kreft	2013	21724
80-89	M	Kreft	2014	22417
80-89	M	Kreft	2015	22445
80-89	M	Kreft	2016	22710
80-89	M	Kreft	2017	22997
80-89	M	Kreft	2018	23959
80-89	M	Kreft	2019	24228
80-89	M	Kreft	2020	26198
80-89	M	Underlivsplager hos kvinner	2012	NA
80-89	M	Underlivsplager hos kvinner	2013	NA
80-89	M	Underlivsplager hos kvinner	2014	NA
80-89	M	Underlivsplager hos kvinner	2015	NA
80-89	M	Underlivsplager hos kvinner	2016	NA
80-89	M	Underlivsplager hos kvinner	2017	NA
80-89	M	Underlivsplager hos kvinner	2018	NA
80-89	M	Underlivsplager hos kvinner	2019	NA
